id	text	pronoun	pronoun_offset	a	a_offset	a_coref	b	b_offset	b_coref	url
test-1396	As Jimmie Baskette, he appeared on Broadway with Louis Armstrong in the all-black musical revue Hot Chocolates in 1929, and was announced for Hummin' Sam in 1933, although it failed to open. Baskett also acted in several all-black films made in the New York area, including Harlem is Heaven (1932) starring Bill Robinson. He went to Los Angeles, California and had a supporting role in Straight to Heaven (1939), starring Nina Mae McKinney, and bit parts in the films Revenge of the Zombies (1943) and The Heavenly Body (1944).	he	20	Louis Armstrong	49	False	Bill Robinson	307	False	http://en.wikipedia.org/wiki/James_Baskett
test-1407	It was announced in January 2011 that Jill would be arriving to the show alongside Roimata Ngatai and that Jill would be ``Beautiful, energetic and outgoing''. It was also said that Jill would carry some hidden secrets. It was announced Natalie Medlock was to portray Jill, describing the character, she said Jill; ``cares a lot about people and doing the right thing.	she	300	Roimata Ngatai	83	False	Jill	182	False	http://en.wikipedia.org/wiki/Jill_Kingsbury
test-1413	In the Sci-Fi Channel movie Mammoth (2006), Patrick Macnee (who played John Steed), Emma Peel and The Avengers are mentioned by the B-Movie fan Simon Abernathy (played by Tom Skerritt), his granddaughter Jack Abernathy (played by Summer Glau) and Special Agents Powers (played by Leila Arcieri) and Whitaker (played by Marcus Lyle Brown). In the Good Eats episode Flat Is Beautiful V, Alton Brown refers to his pizza peel as Emma. Suzie Shooter, the love interest of the main character, John Taylor, in Simon R. Green 's Nightside series has a poster of Emma Peel hanging in her living area, with the words ``My Idol'' scrawled in what Taylor refers to as ``suspiciously like blood'' across the bottom of the poster.	his	186	Patrick Macnee	44	False	Jack Abernathy	204	False	http://en.wikipedia.org/wiki/Emma_Peel
test-1417	Donna has worked at the parks department longer than Leslie, and is one of the few people who can speak sternly to Ron Swanson. She is the proud owner of a Mercedes, which she is extremely protective of and often brags about. As with Jerry Gergich, the personality for Donna was not established until the second season, but Retta was cast during the first season because the producers liked her, and they decided they would establish her character as the series progressed.	She	128	Leslie	53	False	Ron Swanson	115	False	http://en.wikipedia.org/wiki/List_of_Parks_and_Recreation_characters
test-1447	Next, Team Fox (Alicia Fox, Emma, Naomi, and Natalya) faced Team Paige (Paige, Cameron, Layla, and Summer Rae) in a traditional 4-on-4 Survivor Series elimination tag team match. Cameron was eliminated by Naomi after Naomi pinned her with a bridging rolling reverse cradle pin. Layla was eliminated by Fox after a tilt-a-whirl backbreaker. Summer Rae was eliminated after Emma forced her to submit to the Emma Lock.	her	230	Naomi	205	False	Layla	278	False	http://en.wikipedia.org/wiki/Survivor_Series_(2014)
test-1456	Warrior Spirit Evolution held in Las Vegas, Nevada, ``minutes prior to what would have been the first sanctioned women`s MMA bout in Nevada, Jamie Lyn fell down the escalator dislocating her shoulder and was screaming in pain, forcing the doctors to scrap her bout with Erica Montoya.'' In the first female match of the day of the invitation-only Abu Dhabi tournament held in Long Beach, California in 2005, Montoya fought Kyra Gracie. Prior to this fight, ``Jiu Jitsu...brought Montoya acclaim in the US and Brazil, but her recent endeavors in No Holds Bar has taken her to Japan where she is gaining more and more recognition.''	her	256	Erica Montoya	270	False	Kyra Gracie	423	False	http://en.wikipedia.org/wiki/Erica_Montoya
test-1462	He also travelled to Italy and Spain during this period, where he discovered the work of Chagall and the Symbolists. These experiences influenced his work for the remainder of his career. Maxwell was a lifelong friend of William Gillies with whom he frequently travelled on painting trips.	his	146	Chagall	89	False	William Gillies	221	False	http://en.wikipedia.org/wiki/John_Maxwell_(artist)
test-1498	In the IDW reboot of the G.I. Joe series, Bazooka is seen as a peripheral character. He, along with Scarlett and Duke, are tasked with a mission to protect Dr. Gerald Orizama from a Cobra abduction plot. During the mission, Bazooka waits outside of the building, where he is the first person to confront Blackout and his unsuspecting young decoys.	his	317	Dr. Gerald Orizama	156	False	Bazooka	224	False	http://en.wikipedia.org/wiki/Bazooka_(G.I._Joe)
test-1530	Wills' parents, Alaric and Anna Willys planned to buy a house in the South of France but their intentions was ended by the outbreak of World War II. Alaric Willys's gambling debts forced his wife to find work while he became a captain in the British Army and an absent figure. Anna was occupied as a companion to a blind aristocrat, gardener, teacher - moving Anneke and her brother Robin around the country.	her	371	Alaric	149	False	Anna	277	False	http://en.wikipedia.org/wiki/Anneke_Wills
test-1531	A report of the visit mentions the return of ``doubters, drunkards, and backsliders and doubling of attendance at various meetings. She worked until her death at 76, on August 29, 1930. The Journal of the Canadian Friends Historical Association described her as a dynamic speaker able to arouse people's consciousness. In the days before women were acknowledged as having public voices, she accepted speaking engagements in Canada, England, and New Zealand. Bessie Dann recalled a sermon from Dale when she was visiting Norwich, taken from the Proverbs text ``The spider taketh hold with her hands and is in king's palaces.'' In her diary, Gertrude Nicholson describes Alma Dale as ``a little lady with short hair (who) dresses rather mannishly.`` She also mentioned the liveliness of her speaking style and her ability to manage horses.	she	387	Bessie Dann	458	False	Gertrude Nicholson	640	False	http://en.wikipedia.org/wiki/Alma_Gould_Dale
test-1540	Nora's younger sisters, Delia and Amy, are also screenwriters. Her sister Hallie Ephron is a journalist, book reviewer, and novelist who writes crime fiction. Ephron's parents based the ingenue character in the play and film version of Take Her, She's Mine on the 22-year-old Nora and her letters from college.	Her	63	Amy	34	False	Hallie	74	False	http://en.wikipedia.org/wiki/Nora_Ephron
test-1552	Iris married Spencer Garrison later on, but yet, Iris had given birth to Mark's daughter, Maggie. Laura attempted to get custody of her husband's baby from her sister but later rescinded the suit, due to Iris' unswerving loyalty. Nonetheless, Mark and Laura remained married, and later adopted a child, allowing Maggie to be with her mother.	her	330	Iris	204	False	Laura	252	False	http://en.wikipedia.org/wiki/Laura_Donnelly_(Love_Is_a_Many_Splendored_Thing)
test-1558	She met Duncan some months later, in Seacouver, and he ended up helping Anne through labor, when they were trapped in a subway station after an explosion. She gave birth to a baby girl, whom she named after Duncan's mother, Mary. Duncan made a gift of the house he was renovating to Anne and her daughter.	her	292	Mary	224	False	Duncan	230	False	http://en.wikipedia.org/wiki/Anne_Lindsey
test-1567	He also tried to negotiate the peace between England and France, who were engaged in the Hundred Years' War. Przemys*aw also negotiated the marriage of Princess Anne of Bohemia, Charles IV's daughter, to Richard II, King of England. His own daughter, Princess Margaret traveled to England with Anne as her lady-in-waiting.	His	233	Charles	178	False	Richard	204	False	http://en.wikipedia.org/wiki/Przemyslaus_I_Noszak,_Duke_of_Cieszyn
test-1601	Ruth, the more serious and more sensible of the two, aspires to be a writer, while the younger and more attractive Eileen dreams of achieving success as an actress. The two girls find an apartment in a Greenwich Village brownstone owned by Mr. Appopoplous and befriend reporter Chick Adams. Ruth accepts a job with publisher D. X. Beaumont and becomes close with her co-worker, Bertha. The better part of her time, however, is spent supervising Eileen, who has a tendency to fall for every con artist and potential boyfriend who crosses her path while her agent Marty Scott struggles to find her auditions.	her	405	Bertha	378	False	Eileen	445	False	http://en.wikipedia.org/wiki/My_Sister_Eileen_(TV_series)
test-1606	This movie also featured future child star Shirley Temple in a minor role. Over the next 16 years, Osborne worked as a film extra, additionally serving as a stand-in for actresses such as Ginger Rogers, Deanna Durbin, and Betty Hutton. After appearing in more than a dozen films, she made her last on-screen appearance in Bunco Squad (1950), starring Robert Sterling and Joan Dixon.	she	280	Betty Hutton	222	False	Joan Dixon	371	False	http://en.wikipedia.org/wiki/Marie_Osborne_Yeats
test-1622	Peter Debruge described the film as ``outlandish'' and wrote that Moore had played her part ``as Martha Stewart crossed with a demonic 1950s housewife''. The film earned over $250 million worldwide. As of September 2017, Moore is scheduled to star in Bel Canto, a thriller based on Ann Patchett's novel of the same name about the Japanese embassy hostage crisis. In addition, she has committed to star alongside Robert De Niro in a yet-untitled television series from David O. Russell which will stream online on Amazon Video.	her	83	Martha Stewart	97	False	housewife	141	False	http://en.wikipedia.org/wiki/Julianne_Moore
test-1623	The ensemble piece featured Moore as Amber Waves, a leading porn actress and mother-figure who longs to be reunited with her real son. Martyn Glanville of the BBC commented that the role required a mixture of confidence and vulnerability, and was impressed with Moore's effort. Time Out called the performance ``superb'', while Janet Maslin of The New York Times found it ``wonderful''. Alongside her Oscar nomination for Best Supporting Actress, Moore was nominated at the Golden Globe and Screen Actors Guild awards, and several critics groups named her a winner.	her	121	Moore	28	False	Martyn Glanville	135	False	http://en.wikipedia.org/wiki/Julianne_Moore
test-1624	Amiel was born into a Jewish family in Watford, Hertfordshire, England, the daughter of Vera Isserles (n*e Barnett) and Harold Joffre Amiel. Her parents divorced when she was eight, after her father left her mother for another woman.	Her	141	Vera Isserles	88	False	Harold Joffre Amiel	120	False	http://en.wikipedia.org/wiki/Barbara_Amiel
test-1631	The show introduced the song Hey, Look Me Over, which was subsequently performed as a cover version by several musicians. Nash had envisioned the main character of Wildy as a woman in her late twenties, and was forced to rewrite the role when Lucille Ball expressed interest not only in playing it but financing the project as well. Desilu, the company owned by her (soon-to-be ex-)husband Desi Arnaz, ultimately invested $360,000 in the show in exchange for 36% of the net profits, the rights to the original cast recording (ultimately released by RCA Victor), and television rights for musical numbers to be included in a special entitled Lucy Goes to Broadway, a project that eventually was scrapped.	her	184	Lucille Ball	243	False	Desilu	333	False	http://en.wikipedia.org/wiki/Wildcat_(musical)
test-1637	The stipulation expired on July 6, 2010. On August 14 at Verano de Escandalo, Sexy Star lost the Reina de Reinas Championship to Mari Apache in a six-person tag team match, where she, Alex Koslov, and Christina Von Eerie faced the Apaches and Aero Star. Just prior to her title loss, she had traveled to Tampa, Florida to take part in World Wrestling Entertainment's developmental territory Florida Championship Wrestling's tryouts, but was rejected by the promotion, who claimed that her English and wrestling were subpar, and that she was overweight and not pretty enough without her mask.	her	268	Alex Koslov	184	False	Christina Von Eerie	201	False	http://en.wikipedia.org/wiki/Sexy_Star
test-1643	Elizabeth Merbury Elizabeth Merbury (c. 1412) was an English noblewoman. Elizabeth was the daughter of Sir John Merbury, by his first wife, Alice Pembridge. She was married to Walter Devereux (1411--1459) about 1432 in Herefordshire, England.	his	124	Elizabeth	73	False	Walter Devereux	176	False	http://en.wikipedia.org/wiki/Elizabeth_Merbury
test-1644	Danielle Kang (born October 20, 1992) is an American female amateur golfer. Kang was born in San Francisco, California to K.S. Kang and Grace Lee. Her brother Alex is on the San Diego State University men's golf team.	Her	147	K.S. Kang	122	False	Grace Lee	136	False	http://en.wikipedia.org/wiki/Danielle_Kang
test-1645	This works out perfectly as Glen/Glenda has a split personality: a sweet and caring boy, and a homicidal girl. However, Chucky decides to remain a doll, seeing that being human isn't so great. Disturbed by this, Tiffany leaves Chucky, taking Glen/Glenda with her, causing Chucky to get angry.	her	259	Glenda	247	False	Chucky	272	False	http://en.wikipedia.org/wiki/Tiffany_Valentine
test-1669	She competes in 69--75*kg weight category. Kavita won bronze medal at the 2010 Asian Games held in Guangzhou, China. She lost 1:3 to Jinzi Li of China in semi finals. Kavita has previously won gold medal at Hanoi Asian Indoor Games, 2009 in 64*kg category along with Mary Kom. Along with this she has won several national titles.	she	293	Jinzi Li	133	False	Mary Kom	267	False	http://en.wikipedia.org/wiki/Kavita_Goyat
test-1670	Bridget maintained correspondence throughout her life with her sister the queen, who also paid for her various minor expenses, as well as minor expenses of the orphaned Agnes of Eltham. After Bridget's sister, Elizabeth of York, married Henry VII, Elizabeth paid some of Bridget's expenses and kept in touch with her via messengers.	her	99	queen	74	False	Agnes	169	False	http://en.wikipedia.org/wiki/Bridget_of_York
test-1672	Phillip Bellamy, a leading barrister, tells his wife, psychiatrist Anne Dyson, about his most recent case defending a young layabout, Harry Jukes, who has apparently shot a policemen on a country road and been found by police still holding the gun. Bellamy is convinced of his guilt, but Anne is less sure. Much of her practice is with troubled young people and she feels there is more to the story than the police evidence.	his	273	Bellamy	249	False	Anne	288	False	http://en.wikipedia.org/wiki/Mix_Me_a_Person
test-1682	Orphan Rebecca Rowena Randall is sent to live with her dour aunts, Jane and Miranda Sawyer. She has trouble adjusting to her new home at first, and tries to run away.	her	51	Jane	67	False	Miranda	76	False	http://en.wikipedia.org/wiki/Rebecca_of_Sunnybrook_Farm_(play)
test-1683	Her first major television role was as Elinor Dashwood in the BBC 's 1971 dramatisation of Sense and Sensibility followed a year later in War and Peace, in which she played Sonya. Joanna also featured in the TV series The Last of the Mohicans (BBC), Colditz, Missing presumed Dead (1972), and Odd Man In as Cathy Carter, F.LT Simon Carters wife (played by David McCallum). In 1978, she played the heroine of Daphne du Maurier 's Rebecca, opposite Jeremy Brett.	Her	0	Elinor Dashwood	39	False	Sonya	173	False	http://en.wikipedia.org/wiki/Joanna_David
test-1690	Angell married Alice Ashton, the daughter of James Ashton of Saint Albans in Hertfordshire, England. Alice's sister Mary married Thomas Olney, another Providence settler, and her brother James also came to New England.	her	175	James Ashton	45	False	Mary	116	False	http://en.wikipedia.org/wiki/Thomas_Angell
test-1691	When Severa saw Justina in the bath she was greatly struck with the beauty of the virgin, and spoke of her to the emperor; saying that the daughter of Justus was so lovely a creature, and possessed of such symmetry of form, that she herself, though a woman, was altogether charmed with her. The emperor, treasuring this description by his wife in his own mind, considered with himself how he could espouse Justina, without repudiating Severa, as she had borne him Gratian, whom he had created Augustus a little while before.	she	229	Justus	151	False	Justina	406	False	http://en.wikipedia.org/wiki/Marina_Severa
test-1700	The following year, she was again third place in the 400*m hurdles at the national championships. She began the 2003 season with a fourth place performance in the 400 metres at the USA Indoor Track and Field Championships. This earned her a place on the 4*400-meter relay team at the 2003 IAAF World Indoor Championships, where an American team of Monique Hennagan, Meghan Addy, Taylor and Mary Danner took the bronze medal. In the outdoor season, she came first at the Mt. SAC Relays and again finished third at the Outdoor U.S. Championships.	her	235	Monique Hennagan	348	False	Mary Danner	390	False	http://en.wikipedia.org/wiki/Brenda_Taylor_(athlete)
test-1705	An emerging situation forces Sousuke to immediately report to the Tuatha de Danaan with Kaname still in tow. When she arrives aboard the Tuatha de Danaan, she is surprised at the royal treatment she receives and is invited to the submarine's first anniversary party. Melissa recounts to Tessa and Kaname how she recruited Kurz and Sousuke into the SRT.	she	308	Tessa	287	False	Kurz	322	False	http://en.wikipedia.org/wiki/List_of_Full_Metal_Panic!_episodes
test-1716	When his elder brother, John Sydenham of Combe, died without male children, Humphrey inherited the paternal estates. John Sydenham had married Margery Poulet, daughter of Sir Anthony Poulett (1562--1600) (alias Paulet), of Hinton St George, Somerset, Governor of Jersey, and Captain of the Guard to Queen Elizabeth. Her brother was John Poulett, 1st Baron Poulett (1585--1649).	his	5	John Sydenham	24	False	Sir Anthony Poulett	171	False	http://en.wikipedia.org/wiki/Humphrey_Sydenham_(1591%E2%80%931650)
test-1725	After months of traveling around the country under numerous aliases, Kate learned that Diane was dying of cancer, and decided to visit her. She reunited with her high-school sweetheart, Dr. Tom Brennan (Mackenzie Astin), who arranged a meeting between Kate and Diane. As Kate tried to apologize to her, Diane started screaming for help, prompting Kate to flee the hospital with Tom.	her	135	Mackenzie Astin	203	False	Kate	252	False	http://en.wikipedia.org/wiki/Kate_Austen
test-1728	While playing with the boys, Trevor injures himself which puts his deployment on hold. Roxy's mother Marda pays the family an unexpected visit. After a childhood filled with broken promises, Roxy has a hard time trusting that her mother, Marda, is sober. To surprise her daughter, Marda enlists Pamela to help plan a birthday party for Roxy.	her	267	Roxy	191	False	Pamela	295	False	http://en.wikipedia.org/wiki/List_of_Army_Wives_episodes
test-1734	After leaving New York, the Childs settled in Wayland, Massachusetts, where they spent the rest of their lives. Child also served as a member of the executive board of the American Anti-Slavery Society during the 1840s and 1850s, alongside Lucretia Mott and Maria Weston Chapman. During this period, she also wrote short stories, exploring, through fiction, the complex issues of slavery.	she	300	the Childs	24	False	Maria Weston Chapman	258	False	http://en.wikipedia.org/wiki/Lydia_Maria_Child
test-1744	That loss marked the beginning of another losing streak for Brown, as she lost her next three bouts as well. These included a defeat at the hands of Ada V*lez. She broke that streak with a fourth round knockout of Terri Cruz on April 23, 2004, in Denver, Colorado. After another loss and a win, she was given another chance at becoming world champion again, and, on November 20, Brown took on Stephaney George of Guyana for the WIBC world Bantamweight title, in Poughkeepsie, New York.	She	160	Ada V*lez	149	False	Terri Cruz	214	False	http://en.wikipedia.org/wiki/Leona_Brown
test-1748	This dramatic turn was followed by a starring role opposite Independent Spirit Award winner and Bafta nominee Rodrigo de la Serna in drama series Contra las cuerdas (2010); the only Argentine dramatic series nominated for an International Emmy Awards. She went back to the stage for the play Ceremonia Secreta (2011) an adaptation of Marco Denevi's novel, directed by Oscar Barney Finn at the Margarita Xirgu theater, Soledad playing opposite Uruguayan stage actress Estela Medina, had the chance to show her dramatic abilities performing the role of Cecilia Engelhardt, a physically and mentally abused woman who loses her mind and tries desperately to find her dead mother.	her	505	Marco Denevi	334	False	Estela Medina	467	False	http://en.wikipedia.org/wiki/Soledad_Fandi%C3%B1o
test-1758	Dorothea Wilhelmine of Saxe-Zeitz (born: 20 March 1691 in Bad Elster ; died: 17 March 1743 in Kassel) was a duchess of Saxe-Zeitz by birth and by marriage Landgravine of Hesse-Kassel. Dorothea Wilhelmine was a daughter of the Duke Maurice William of Saxe-Zeitz (1664-1718) from his marriage to Maria Amalia (1670 - 1739), daughter of the Elector Frederick William I of Brandenburg. By 1710 all her siblings had died and so, after her father's death Dorothea Wilhelmine was the last surviving member of the house of Saxe-Zeitz.	her	394	Maurice William	231	False	Maria Amalia	294	False	http://en.wikipedia.org/wiki/Dorothea_Wilhelmine_of_Saxe-Zeitz
test-1761	Rhonda Bryers was a New Zealand singer of Maori descent. At one stage she was regarded as New Zealand's top entertainer. Bryers was born in Taumarunui to famous Maori rugby player Ron Bryers and Betty. Her first husband was professional wrestler Jock Ruddock.	Her	202	Bryers	184	False	Betty	195	False	http://en.wikipedia.org/wiki/Rhonda_Bryers
test-1781	After a year of absence at the big tournaments (though she did become East-German Champion that year ), she returned next year, better than ever before. At the World Sprint Championships of 1971 in Inzell Schleiermacher wins her first and only international title, becoming the successor of Lyudmila Titova from the Soviet Union. Over the course of her career, Schleiermacher skated one official world record:	her	225	Inzell	198	False	Lyudmila Titova	291	False	http://en.wikipedia.org/wiki/Ruth_Schleiermacher
test-1783	Meanwhile, Lety discovers his infidelities with a singer named Marisa. Joan Sebastian becomes famous in the 1980's, and sings his song ``25 Rosas'' on Siempre en Domingo. In 1990, Joan becomes interested in recording a song with Maricruz Guardia. He searches for her and makes an appointment with her at Televisa.	her	263	Lety	11	False	Maricruz Guardia	229	False	http://en.wikipedia.org/wiki/Por_siempre_Joan_Sebastian
test-1806	Olivia arranges Claudia's birthday party on Sonny's behalf at the Metro Court, taking over the duties for a pregnant Carly, who is just as incredulous as Olivia that Sonny is throwing a party for Claudia. Just before the party, Olivia gets into a scuffle with Claudia when she threatens to tell her secret to Sonny.	she	273	Olivia	228	False	Sonny	309	False	http://en.wikipedia.org/wiki/Olivia_Falconeri
test-1821	When it becomes apparent food is missing from the Scully house, Michelle's father Joe discovers Michelle is hoarding for the Y2K bug. Joe assures her that he will not let any harm come the family. On Millennium Eve, Michelle babysits five-year-old, Louise Carpenter (Jiordan Anna Tolli), but grows impatient that she is missing the celebrations out in the street and briefly leaves Louise unattended.	her	146	Louise Carpenter	249	False	Jiordan Anna Tolli	267	False	http://en.wikipedia.org/wiki/Michelle_Scully
test-1828	Layla comes to his house and says that she realises he is doing research for his next book, and that she will be back. Lou then leaves the country to get away from her. Sharon is Kyle Canning's mother, who comes to Erinsborough for his wedding to Georgia Brooks. After talking to Matt Turner about her relationship troubles, Sharon puts her hotel key in his pocket and tells him she is leaving the following day.	her	164	Lou	119	False	Sharon	169	False	http://en.wikipedia.org/wiki/List_of_Neighbours_characters_(2014)
test-1833	Smith has been associated with several women over the course of his life, and has five children. His eldest, Queenie, born 1976, also a rock singer, is the daughter of noted artist Agnes Arellano. She is followed by former MYX VJ Sanya Smith, born 1985, Beebop, born 1989, Desiderata, born 1991 and Delta, born 1992.	His	97	Queenie	109	False	Agnes Arellano	181	False	http://en.wikipedia.org/wiki/Pepe_Smith
test-1837	Deyo), is an American R&B singer and hit songwriter best known for his songwriting abilities and arrangements on ``Jenny From The Block'' for Jennifer Lopez and subsequently writing the book ``Jenny & Becky From The Block'' after the release of ``Becky From The Block'' by Becky G (the infamous Yellow Ranger in 2017's Power Rangers), which she covered as her first single as a solo artist.	she	341	Jenny	193	False	Becky	247	False	http://en.wikipedia.org/wiki/Andre_Deyo
test-1843	When the Kindred re-emerges and commits a series of murders, as well as abducting Ichabod's friend Zoe, he and Abbie learn that the creature has become resentful and seeks to make Zoe his bride. They locate the Kindress, a being created by Franklin to keep the Kindred calm, and bring her to life.	he	104	Ichabod	82	False	Zoe	99	False	http://en.wikipedia.org/wiki/Sleepy_Hollow_(season_3)
test-1858	Mori starred in Donald Trump 's MTV reality show Pageant Place along with Rachel Smith, Katie Blair (former Miss Teen USA 2006) and Hilary Cruz (Miss Teen USA 2007). The show started airing on October 10, 2007 and ran for eight episodes. Mori appeared in Jessica Simpson 's VH1 reality show The Price of Beauty in 2010 to showcase the standards of beauty in her homecountry, Japan.	her	358	Katie Blair	88	False	Jessica Simpson	255	False	http://en.wikipedia.org/wiki/Riyo_Mori
test-1861	Columbia Pictures' Ship of Fools, also starring Lee Marvin-- Signoret appeared in a few other Hollywood films before returning to France in 1969. In 1962, Signoret translated Lillian Hellman's play The Little Foxes into French for a production in Paris that ran for six months at the Theatre Sarah-Bernhardt. She played the Regina role as well.	She	309	Sarah	292	False	Regina	324	False	http://en.wikipedia.org/wiki/Simone_Signoret
test-1872	At this same time she accompanied violinists Josef Gingold and Joshua Bell in Mischa Scorer's documentary film, ``Joshua Bell'', first aired by BBC television in 1994, on Omnibus. The program was later broadcast by Bravo in 1996, and earned for producer Scorer a CableACE Award in 1997. 1996 also saw Oksana's placement in the third International Vienna Modern Masters Performers Recording Awards Competition. She was awarded the Second Prize, with First shared between the violin-piano duos of Dan Almgren and Roland P*ntinen, and Vasilij Meljnikov and Aljoscha Starc, respectively.	she	18	Joshua Bell	63	False	Mischa Scorer	78	False	http://en.wikipedia.org/wiki/Oksana_Lutsyshyn
test-1878	Rachel meets a voyeur named Rupert (vision), and they become friends as fellow outsiders while he teaches her the pleasure of observing others. They eventually go to one of Rachel's hiding places, where she has him dress like a woman. Meanwhile, Ruth tries to help Anna cope with the disappearance of Amy Lee and stays the night at her home.	she	203	Ruth	246	False	Anna	265	False	http://en.wikipedia.org/wiki/The_Five_Senses_(film)
test-1879	She later had her own CBS sitcom, The Cara Williams Show (1964--65), with costars Frank Aletter, previously the star of Bringing Up Buddy on CBS, and Jack Sheldon, later star of the short-lived 1966 series, Run, Buddy, Run, also on CBS. On the series, Williams and Aletter played a married couple, Frank and Cara Bridges, who tried to keep their union secret because company policy did not permit employees to marry within the company they both worked for, called Fenwick Diversified Industries. At work, Cara, who used her maiden name, Wilton, was a secretary who possessed a very unique filing system.	She	0	Frank Aletter	82	False	Buddy	132	False	http://en.wikipedia.org/wiki/Cara_Williams
test-1894	She was sister of Henry Sewell, the first premier of New Zealand, of James Edwards Sewell, warden of New College, Oxford, of Richard Clarke Sewell, reader in law to the University of Melbourne and the author of a large number of legal works, and of William Sewell, clergyman and author. Elizabeth was educated first at Miss Crooke's school at Newport, and afterwards at the Misses Aldridge's school, Bath. At the age of fifteen she went home, and joined her sister Ellen, two years her senior, in teaching her younger sisters.	she	428	Miss Crooke	319	False	Ellen	465	False	http://en.wikipedia.org/wiki/Elizabeth_Missing_Sewell
test-1896	At the same time, Vivien was also understudying secondary role Matron Mama Morton, and the principal role of Velma Kelly. From 26 April 2010 until 5 February 2011, Vivien played Velma Kelly in Chicago, to critical acclaim. At the beginning of 2010, when her ensemble contract was about to end, Vivien was offered the role of Velma for just six weeks, beginning her contract on 26 April.	her	254	Mama Morton	70	False	Velma	325	False	http://en.wikipedia.org/wiki/Vivien_Carter
test-1899	Her debut on the international scene was in Yohji Yamamoto 's Spring 2004 collection. Her career jumpstarted from there, posing for campaigns like Frankie Morello and Armani Jeans. In 2007, she got married and took a break from modelling. Mount returned to the modeling world in September 2007, signing with IMG Models, and returning to runways for the Spring 2008 season, walking for designers like Shiatzy Chen, Alexander McQueen and Stella McCartney. A year later, she replaced Claudia Schiffer as the face of Chanel for Spring 2009, as well as opening and closing its fashion show.	she	468	Stella McCartney	436	False	Claudia Schiffer	481	False	http://en.wikipedia.org/wiki/Heidi_Mount
test-1916	In the 1979 anime adaptation of The Rose of Versailles, Oscar was voiced by Reiko Tajima. In the 1979 film Lady Oscar, Oscar was played when a child by Patsy Kensit, and when adult by Catriona MacColl. MacColl's feminine and weak portrayal of Oscar was criticised, and it was felt that she was not androgynous enough to play Oscar.	she	286	Reiko Tajima	76	False	Patsy Kensit	152	False	http://en.wikipedia.org/wiki/Oscar_Fran%C3%A7ois_de_Jarjayes
test-1917	However, no other sources mention an official betrothal to Dmitri Pavlovich. Before World War I, there was also some discussion of a marriage between Olga and Prince Carol of Romania, but Olga did not like Carol. During a visit to Romania in the spring of 1914, she struggled to make small talk with the Romanian crown prince.	she	262	Dmitri Pavlovich	59	False	Carol	166	False	http://en.wikipedia.org/wiki/Grand_Duchess_Olga_Nikolaevna_of_Russia
test-1921	She turned the music director position for the 2002 film Mitr, My Friend, directed by Revathi, starring Shobhana. She then forayed into the Telugu film industry with Avunaa. She has also composed music for Phir Milenge directed by Revathi, starring Shilpa Shetty, Abhishek Bachchan and Salman Khan. In June 2012, she was roped in to score the tunes for Vellachi, a village-based project.	she	313	Revathi	231	False	Shilpa Shetty	249	False	http://en.wikipedia.org/wiki/Bhavatharini
test-1925	William Bayard Cutting (1878--1910), who was secretary to the U.S. embassy to the Court of St. James's. He married 30 April 1901, Lady Sybil Marjorie Cuffe, daughter of Hamilton John Agmondesham Cuffe, 5th Earl of Desart and Lady Margaret Joan Lascelles. She was the mother of Iris Origo, the Marchesa Origo, the author of many books.	She	255	William Bayard Cutting	0	False	Agmondesham Cuffe	183	False	http://en.wikipedia.org/wiki/William_Bayard_Cutting
test-1932	She is in quite a predicament as she wants to financially aide her family in Munchkin country but the Frogman wants too much of her earnings to do so. Nimee Amee -- She is the Frogman's personal assistant and Nick Chopper's ex-girlfriend. But the Tin Man holds nothing but disdain for her. Wicked Witch of the West -- Part of Petra's missions is to resurrect the Wicked Witch so she can help restore the magical balance and protect Oz from an incoming army.	her	128	Nimee Amee	151	False	Nick Chopper	209	False	http://en.wikipedia.org/wiki/Emerald_City_Confidential
test-1947	In 1963, Israel was fired after a falling out with editor-in-chief, Nancy White, Ruth Ansel and Bea Feitler became co-art directors of Harper's Bazaar. It was in collaboration with Bea Feitler and Richard Avedon that Ruth Ansel produced the now iconic April 1965 cover of Jean Shrimpton with a winking eye and a bright pink ``helmet'' that was cut and pasted from day-glo paper. In 1974, she left Harper's to become the first female art director of The New York Times Magazine.	she	388	Bea Feitler	181	False	Jean Shrimpton	272	False	http://en.wikipedia.org/wiki/Ruth_Ansel
test-1953	That July, she returned to CM& News, doing special reports on Colombiamoda 2007. She also reported on Colombiamoda 2007 for the station W Radio. On 24 July 2007, Marulanda joined the team of La hora del Regreso on W Radio, replacing Marcela Sarmiento. She was a spokesmodel for major brands of clothing, and appeared in magazines including SoHo, Don Juan, Cromos, and G.	She	252	Marcela Sarmiento	233	False	Don Juan	346	False	http://en.wikipedia.org/wiki/Lina_Marulanda
test-1957	In 1915, in a speech to the Columbia Chapter of Phi Beta Kappa she challenged the commonly held belief that the education of women was a detriment to society, arguing that improved public health and the declining infant mortality made it unnecessary to breed as many children as once had been the case. In the modern world women could have the same ambitions as men. Rosalind Rosenberg, Gildersleeve's biographer, has argued that ``Through her work Gildersleeve and other pioneers like her provided the essential conditions necessary to winning for women full equality with men in American society and throughout the world.	her	440	Rosalind	367	False	Rosenberg	376	False	http://en.wikipedia.org/wiki/Virginia_Gildersleeve
